time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1621785065523.292,,,,0.667,-4.629,-8.404
1621785065542.027,,,,0.49,-5.031,-8.189
1621785065560.823,0.75,-0.518,0.124,0.26787081799879464,-5.486118012900247,-8.604628380544478
1621785065561.066,0.7495920124651468,-0.5181631950139413,0.12363281121863211,0.265,-5.492,-8.61
1621785065566.777,0.74,-0.522,0.115,0.0739583969706532,-5.764241666140738,-8.769447396655096
1621785065572.759,0.738,-0.508,0.099,-0.12613998106658253,-6.049389586620385,-8.936453770905649
1621785065578.771,0.731,-0.494,0.101,-0.3272428526349006,-6.33596894919533,-9.104298516882297
1621785065580.408,0.7377743695441319,-0.49210317652764307,0.09774830261881669,-0.382,-6.414,-9.15
1621785065584.812,0.756,-0.487,0.089,-0.5095403340043242,-6.635906732274659,-9.244366398270335
1621785065590.883,0.784,-0.48,0.075,-0.6853563706851562,-6.94180809662268,-9.374451725937524
1621785065596.983,0.819,-0.464,0.059,-0.8620066974825418,-7.2491610377991496,-9.505154340316608
1621785065600.056,0.8425456850681742,-0.4488261140671766,0.05376762554040572,-0.951,-7.404,-9.571
1621785065602.856,0.864,-0.435,0.049,-0.9902399806791804,-7.4598592666138925,-9.574077645543465
1621785065608.483,0.902,-0.417,0.042,-1.0690962955012009,-7.572113550066415,-9.580262454549114
1621785065614.117,0.941,-0.4,0.028,-1.1480518307818222,-7.684509076760006,-9.586455045551515
1621785065618.252,0.9563986059399082,-0.4058661355961555,0.008935059312494588,-1.206,-7.767,-9.591
1621785065619.756,0.962,-0.408,0.002,-1.2512257551244166,-7.7468172859645135,-9.511834333926112
1621785065625.401,0.962,-0.436,-0.026,-1.4209489630828063,-7.6710755993528466,-9.214741432563612
1621785065631.054,0.944,-0.476,-0.049,-1.5909217531989999,-7.595222532725401,-8.917211648771879
1621785065636.511,0.9054138362608433,-0.5251973587674248,-0.07408100643045186,-1.755,-7.522,-8.63
1621785065636.711,0.904,-0.527,-0.075,-1.7591799634876004,-7.521781725144251,-8.615659341977267
1621785065642.374,0.874,-0.567,-0.093,-1.8775663286382474,-7.515599669522807,-8.209498287648415
1621785065648.043,0.84,-0.613,-0.099,-1.9960751835614248,-7.509411217568594,-7.802916994256626
1621785065653.718,0.808,-0.656,-0.105,-2.1147116319976544,-7.503216102767746,-7.3958979518409445
1621785065654.832,0.800548283123469,-0.6636478146890713,-0.10637268468778202,-2.138,-7.502,-7.316
1621785065659.399,0.77,-0.695,-0.112,-2.162344802857864,-7.426481427869484,-7.033302187221949
1621785065665.086,0.703,-0.707,-0.11,-2.19266062867691,-7.332440498798157,-6.68126739352731
1621785065670.78,0.658,-0.709,-0.113,-2.2230141963586143,-7.238282492928381,-6.328794332080583
1621785065673.216,0.636199974296363,-0.7081450970312299,-0.113,-2.236,-7.198,-6.178
1621785065676.479,0.607,-0.707,-0.113,-2.1717843150231637,-7.177125479814692,-6.049568630046327
1621785065682.184,0.564,-0.674,-0.113,-2.059506565188617,-7.140627478491066,-5.825013130377234
1621785065687.895,0.531,-0.632,-0.105,-1.94711350099272,-7.1040919920582395,-5.60022700198544
1621785065691.661,0.5066235851877162,-0.6201412036048349,-0.09709413573655662,-1.873,-7.08,-5.452
1621785065693.611,0.494,-0.614,-0.093,-1.8285291354995317,-7.060399097637235,-5.45621524781995
1621785065699.334,0.45,-0.571,-0.084,-1.6980281922402078,-7.002879724541892,-5.4685850054748615
