time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1621784803486.129,,,,0.951,-3.687,-7.885
1621784803503.541,,,,1.089,-3.727,-7.757
1621784803520.549,0.738,-0.377,-0.182,0.8627122015002409,-3.7452180854724384,-7.879732365288005
1621784803521.279,0.7370727860718558,-0.3773973773977761,-0.18107278607185576,0.853,-3.746,-7.885
1621784803526.06,0.731,-0.38,-0.175,0.7874145911365066,-3.751353910927632,-7.911234163545397
1621784803531.582,0.723,-0.379,-0.168,0.7116646663203652,-3.757537578259562,-7.941534133471854
1621784803537.115,0.716,-0.379,-0.159,0.6357640320419936,-3.763733548404735,-7.971894387183203
1621784803539.139,0.7112557668603627,-0.3775402359570347,-0.15571553090332804,0.608,-3.766,-7.983
1621784803542.661,0.703,-0.375,-0.15,0.6156380890318902,-3.7736380890318904,-7.963806853201917
1621784803548.219,0.686,-0.367,-0.134,0.6276919317395023,-3.7856919317395024,-7.933517709987917
1621784803553.789,0.672,-0.36,-0.119,0.6397717183236264,-3.7977717183236264,-7.903163374468836
1621784803557.122,0.6636359021487025,-0.3564153866351582,-0.10944103102708852,0.647,-3.805,-7.885
1621784803559.368,0.658,-0.354,-0.103,0.661638212368854,-3.812319106184427,-7.880037894112252
1621784803564.961,0.637,-0.344,-0.086,0.6980929147449901,-3.830546457372495,-7.867680367883054
1621784803570.566,0.613,-0.325,-0.07,0.7346255899884025,-3.8488127949942013,-7.855296410173422
1621784803575.226,0.5922512717944258,-0.31421066133310144,-0.05672081394843254,0.765,-3.864,-7.845
1621784803576.181,0.588,-0.312,-0.054,0.7629570732099328,-3.8680858535801343,-7.8563146714526795
1621784803581.808,0.565,-0.307,-0.044,0.7509173341190968,-3.8921653317618063,-7.922996303340387
1621784803587.448,0.55,-0.295,-0.023,0.7388504326163242,-3.9162991347673515,-7.989828373201896
1621784803593.099,0.536,-0.291,-0.019,0.7267595028260695,-3.9404809943478614,-8.05679352280946
1621784803593.454,0.5349968522271571,-0.2911253934716053,-0.018561122849381224,0.726,-3.942,-8.061
1621784803598.761,0.52,-0.293,-0.012,0.6464726268875142,-3.9761244728264487,-8.08384604536686
1621784803604.435,0.51,-0.297,-0.012,0.5614426927426329,-4.012610044568616,-8.10827282644848
1621784803610.122,0.501,-0.29,-0.007,0.476218851859243,-4.049178819929488,-8.132755311647708
1621784803611.805,0.49952303406899506,-0.2858644953931862,-0.006409213627598029,0.451,-4.06,-8.14
1621784803615.819,0.496,-0.276,-0.005,0.4360065022599318,-4.0706475563661355,-8.131308117252134
1621784803621.528,0.501,-0.269,-0.002,0.41468257870113395,-4.085790632516586,-8.11894642243544
1621784803627.249,0.49,-0.257,0.0,0.3933139719292681,-4.100965440224143,-8.106558824306822
1621784803630.278,0.49369853504812194,-0.24748948130482923,0.0,0.382,-4.109,-8.1
1621784803632.982,0.497,-0.239,0.0,0.37065758065151455,-4.1060916873465425,-8.082986370977272
1621784803638.727,0.49,-0.232,-0.003,0.3465573718832473,-4.09991214663673,-8.046836057824871
1621784803644.482,0.49,-0.209,0.003,0.32241619726631743,-4.093722101863158,-8.010624295899476
1621784803648.872,0.4861944467959028,-0.19606111910606958,0.008327774485736053,0.304,-4.089,-7.983
1621784803650.25,0.485,-0.192,0.01,0.29531239238194623,-4.0839935820506135,-7.971441064440386
1621784803656.03,0.478,-0.176,0.009,0.2588703104617793,-4.06299306026611,-7.9229545656144005
1621784803661.82,0.475,-0.169,0.012,0.22236511870597442,-4.041956170101748,-7.874384098617271
1621784803667.588,0.45213934115865206,-0.14514539946989774,0.0030545248012116607,0.186,-4.021,-7.826
1621784803667.623,0.452,-0.145,0.003,0.18580912447756753,-4.020885085144658,-7.825789647383441
1621784803673.438,0.44,-0.145,0.009,0.15423778285745202,-4.00187784886316,-7.790996740291885
1621784803679.263,0.417,-0.133,0.007,0.1226120947344217,-3.9828378937686826,-7.7561439411358934
1621784803684.374,0.398,-0.12,0.009,0.09486224013633965,-3.966131348653511,-7.72556246872168
1621784803685.638,0.3925550637626539,-0.11818502125421797,0.009680617029668258,0.088,-3.962,-7.718
1621784803689.945,0.374,-0.112,0.012,0.09278141854351302,-3.9761051847033637,-7.7086762338401495
1621784803695.518,0.351,-0.099,0.016,0.09896810038756539,-3.994355896143318,-7.696612204244247
1621784803701.093,0.318,-0.098,0.014,0.10515695042957421,-4.012613003767244,-7.68454394666233
