time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1621784888646.576,,,,-1.589,-3.766,-8.669
1621784888665.219,,,,-1.657,-3.344,-8.767
1621784888682.877,0.229,1.733,1.698,-1.1454303714296759,-3.417613844548371,-9.068909944730027
1621784888684.169,0.2200504867183633,1.7406398284111533,1.7045484243524172,-1.108,-3.423,-9.091
1621784888688.796,0.188,1.768,1.728,-0.9830391174792368,-3.5431546947315034,-9.263061522855512
1621784888694.745,0.161,1.789,1.766,-0.8223675901857606,-3.6976465478983074,-9.484293856590376
1621784888700.723,0.138,1.801,1.78,-0.6609246180181323,-3.852880174982565,-9.706588410575034
1621784888703.423,0.13395448079658606,1.801,1.78,-0.588,-3.923,-9.807
1621784888706.73,0.129,1.801,1.78,-0.4206442103686693,-4.022399196265881,-9.893213588597959
1621784888712.767,0.143,1.796,1.778,-0.11511641664378602,-4.203864188902479,-10.050606694456231
1621784888718.833,0.171,1.801,1.784,0.19186933080398372,-4.386195117689639,-10.20875086738387
1621784888722.985,0.19484700132206242,1.810538800528825,1.7989895436881536,0.402,-4.511,-10.317
1621784888724.927,0.206,1.815,1.806,0.46275726291184327,-4.534904496883349,-10.294202192787177
1621784888729.797,0.236,1.812,1.813,0.6151316507123775,-4.594855075690116,-10.237027103739983
1621784888735.406,0.264,1.815,1.805,0.7906203806767587,-4.66389982190561,-10.171178873552984
1621784888740.532,0.2904743684508022,1.8213903647984695,1.7903934518892124,0.951,-4.727,-10.111
1621784888741.021,0.293,1.822,1.789,0.9494132629769865,-4.724364402910927,-10.09042620639652
1621784888746.642,0.323,1.82,1.765,0.9311741051048632,-4.694068852547061,-9.853935430596955
1621784888752.269,0.344,1.815,1.74,0.9129159349069523,-4.663741722387819,-9.617198139047773
1621784888757.903,0.356,1.803,1.716,0.8946347914820484,-4.633376433309165,-9.380162974301136
1621784888758.715,0.35672000692730654,1.8027119972290773,1.711967961207083,0.892,-4.629,-9.346
1621784888763.542,0.361,1.801,1.688,0.892,-4.597790427011986,-9.070932577054794
1621784888769.189,0.356,1.819,1.662,0.892,-4.561278494220891,-8.749132491438356
1621784888774.841,0.34,1.82,1.639,0.892,-4.524733411815069,-8.427040239726027
1621784888776.965,0.332117865309116,1.82075067949437,1.6269891280900814,0.892,-4.511,-8.306
1621784888780.5,0.319,1.822,1.607,0.8333289968275972,-4.486489416437845,-8.16221744288342
1621784888786.165,0.278,1.84,1.571,0.7393030311108741,-4.447208832075924,-7.9317919676894775
1621784888791.836,0.225,1.836,1.546,0.6451798139212498,-4.407887619631575,-7.701128162405694
1621784888795.281,0.1934439857222724,1.8390342321420892,1.5247603750053755,0.588,-4.384,-7.561
1621784888797.513,0.173,1.841,1.511,0.5535128845438606,-4.427958928856065,-7.516919637638808
1621784888803.197,0.103,1.827,1.48,0.465684288826311,-4.539909462834069,-7.404659848042081
1621784888808.887,0.033,1.812,1.457,0.3777651559428298,-4.651975399819351,-7.292284336645237
1621784888813.661,-0.020639192490677645,1.780989841841327,1.436885302815996,0.304,-4.746,-7.198
1621784888814.583,-0.031,1.775,1.433,0.28930136206599866,-4.7690478642434515,-7.219098044925675
1621784888820.286,-0.099,1.74,1.403,0.19839707731610784,-4.91158825631726,-7.349579705348988
1621784888825.995,-0.15,1.688,1.386,0.10739161052060309,-5.054287304591844,-7.480206599864985
1621784888831.71,-0.188,1.62,1.358,0.0162966365309013,-5.197126702582498,-7.61096197069374
1621784888832.105,-0.1892428626296249,1.6153047411769728,1.3568952332181112,0.01,-5.207,-7.62
1621784888837.431,-0.206,1.552,1.342,0.07214362017804153,-5.328410220903396,-7.7949227827233765
1621784888843.158,-0.209,1.491,1.319,0.13896759643916914,-5.458964470820969,-7.983019901088031
1621784888848.892,-0.201,1.433,1.29,0.20587418397626112,-5.589680118694361,-8.171349554896143
1621784888850.617,-0.19198353681881994,1.415568171183052,1.286393414727528,0.226,-5.629,-8.228
1621784888854.631,-0.171,1.375,1.278,0.3467953685206603,-5.677836767952896,-8.318974687204289
1621784888860.379,-0.147,1.335,1.262,0.5197600541478289,-5.747765245505205,-8.449239682998632
1621784888866.13,-0.117,1.304,1.244,0.6928202476080328,-5.817732336242246,-8.579576608663652
1621784888869.193,-0.10210678706176608,1.293893891220484,1.2322981898342447,0.785,-5.855,-8.649
1621784888871.889,-0.089,1.285,1.222,0.8487730921853923,-5.871919391804288,-8.636274303600192
1621784888877.655,-0.054,1.285,1.204,0.9851788964993387,-5.908108686826355,-8.609055004780178
1621784888883.426,-0.017,1.279,1.197,1.1217002108516574,-5.944328627368807,-8.581812656337991
1621784888887.835,0.005132998055954692,1.2782367931704843,1.187841518045812,1.226,-5.972,-8.561
1621784888889.203,0.012,1.278,1.185,1.2496212932024642,-5.9662957867808295,-8.517267698653022
1621784888894.988,0.04,1.279,1.18,1.3495195912081026,-5.942171739584421,-8.332316670147227
1621784888900.779,0.073,1.285,1.175,1.4495190691239428,-5.918023258849327,-8.147178317844837
1621784888906.54,0.10083133951137321,1.2949397641112046,1.175,1.549,-5.894,-7.963
1621784888906.575,0.101,1.295,1.175,1.550023875234326,-5.8935066782961885,-7.962104574567799
1621784888912.372,0.126,1.309,1.176,1.7200372838991878,-5.811591126848573,-7.813420120808165
1621784888918.174,0.15,1.326,1.187,1.8901938918975214,-5.7296065793584665,-7.66461043272235
1621784888923.985,0.169,1.342,1.204,2.0606154186627785,-5.6474943891897516,-7.515569061133098
1621784888925.294,0.17057557309597784,1.343575573095978,1.2071511461919555,2.099,-5.629,-7.482
1621784888929.8,0.176,1.349,1.218,2.089420159343939,-5.551403290685905,-7.3505166869955625
1621784888935.621,0.171,1.365,1.232,2.077044792775024,-5.451162821477694,-7.180664780837205
1621784888941.449,0.161,1.361,1.257,2.0646548932084188,-5.350804634988192,-7.010613409285547
1621784888944.109,0.1537050552393706,1.3641915383327754,1.2633830766655507,2.059,-5.305,-6.933
1621784888947.283,0.145,1.368,1.271,2.0211736516105674,-5.23741692421088,-6.926443432945832
1621784888953.123,0.126,1.365,1.292,1.951575614550063,-5.113068431329445,-6.914379773188678
1621784888958.968,0.093,1.382,1.307,1.8819193875835674,-4.9886159724826395,-6.902306027181152
1621784888962.989,0.07375774013185346,1.3799383292998415,1.3248678127347076,1.834,-4.903,-6.894
1621784888964.819,0.065,1.379,1.333,1.8150643639644284,-4.897299987111741,-6.90250171413842
1621784888970.677,0.031,1.379,1.363,1.7544531511792756,-4.879054775099884,-6.929714911715427
1621784888976.542,0.01,1.391,1.393,1.693768681531125,-4.860787511277227,-6.956961000128882
1621784888981.932,-0.0010205915387495323,1.3946735305129165,1.4187147135904157,1.638,-4.844,-6.982
1621784888982.411,-0.002,1.395,1.421,1.6308176178181957,-4.848208623945128,-6.989434395591692
1621784888988.288,-0.012,1.395,1.45,1.542692497398944,-4.89984685240132,-7.080651625499339
1621784888994.171,-0.017,1.395,1.47,1.454483179838927,-4.951534417427717,-7.171956006833391
1621784889000.058,-0.014,1.379,1.485,1.3662079688643982,-5.003260593682967,-7.263328593631588
1621784889000.939,-0.014,1.3763098048962346,1.4867934634025104,1.353,-5.011,-7.277
1621784889005.952,-0.014,1.361,1.497,1.319617282212123,-5.047011278243615,-7.4213079690200345
1621784889011.854,0.0,1.354,1.508,1.2803133713115278,-5.089409985278116,-7.591212276771427
1621784889017.76,0.016,1.344,1.506,1.2409834474812775,-5.131836753504448,-7.761229034116367
1621784889020.01,0.027034847233691164,1.3394338563170933,1.5101856317093312,1.226,-5.148,-7.826
1621784889023.673,0.045,1.332,1.517,1.2185340852546027,-5.187435344552611,-7.852226418464601
1621784889029.591,0.068,1.328,1.511,1.2064723834798474,-5.251145871875678,-7.894597011878485
1621784889035.516,0.087,1.314,1.508,1.1943962514513187,-5.314932620539189,-7.93701829618383
1621784889039.145,0.10290845099411353,1.3054339110031696,1.5092237269995472,1.187,-5.354,-7.963
1621784889041.447,0.113,1.3,1.51,1.189278144432152,-5.365750429176363,-7.953647617594323
1621784889047.384,0.134,1.306,1.51,1.1951536260634037,-5.3960555449586085,-7.929527219318659
1621784889053.327,0.152,1.292,1.51,1.2010349063441803,-5.426390569564719,-7.905383016060733
1621784889058.344,0.16549365945746297,1.2810364016908113,1.508313292567817,1.206,-5.452,-7.885
1621784889059.276,0.168,1.279,1.508,1.2041132938746024,-5.445372340021039,-7.876921027616887
1621784889065.231,0.18,1.267,1.508,1.1920565645555823,-5.403019213951661,-7.825293494379032
1621784889071.192,0.182,1.251,1.51,1.179987972269046,-5.360624415406649,-7.773615163305915
1621784889077.159,0.187,1.22,1.506,1.1679070227246804,-5.318186208032851,-7.721883917821067
1621784889077.607,0.187,1.2185751941152432,1.5054750715161422,1.167,-5.315,-7.718
1621784889083.133,0.187,1.201,1.499,1.1978834565093803,-5.295554860716316,-7.661952245594088
1621784889089.112,0.188,1.18,1.496,1.2312978965321204,-5.274516139220517,-7.601311224812077
1621784889095.098,0.188,1.157,1.497,1.2647505400795906,-5.253453363653591,-7.54060087170741
1621784889096.932,0.18641872605565613,1.1519399233780996,1.4960512356333937,1.275,-5.247,-7.522
1621784889100.897,0.183,1.141,1.494,1.2917428563876185,-5.221671063413602,-7.477781686976289
1621784889106.613,0.176,1.122,1.492,1.3158793317649546,-5.185156908355581,-7.414036636620761
1621784889112.329,0.162,1.112,1.489,1.3400158071422907,-5.14864275329756,-7.350291586265232
1621784889115.404,0.15393042029728343,1.1093101400990946,1.4868481120792756,1.353,-5.129,-7.316
1621784889118.045,0.147,1.107,1.485,1.338988527168669,-5.129,-7.282258085834754
1621784889123.761,0.12,1.1,1.477,1.308661207819501,-5.129,-7.209224949442881
1621784889129.477,0.091,1.098,1.464,1.2783338884703332,-5.129,-7.136191813051006
1621784889133.875,0.07099555802332039,1.0964611967710247,1.461691795156537,1.255,-5.129,-7.08
1621784889135.193,0.065,1.096,1.461,1.2515034694228202,-5.126217047091632,-7.084210108245992
1621784889140.909,0.031,1.091,1.452,1.2363412590370204,-5.114149165355996,-7.102466647281955
1621784889146.625,0.0,1.086,1.443,1.2211784010256275,-5.102080768163254,-7.120723966112
1621784889152.342,-0.031,1.089,1.435,1.2060129525118621,-5.0900103091420945,-7.1389844041183705
1621784889152.347,-0.031025626788536282,1.0889897492845855,1.4349880408320164,1.206,-5.09,-7.139
1621784889158.058,-0.061,1.077,1.421,1.2273332584388463,-5.09,-7.163425035024186
1621784889163.774,-0.094,1.082,1.421,1.2486838439375114,-5.09,-7.187869908276282
1621784889169.491,-0.119,1.08,1.419,1.2700389891887605,-5.09,-7.212320002114668
1621784889170.819,-0.12387850706751505,1.0804646197207157,1.4169092112567794,1.275,-5.09,-7.218
1621784889175.208,-0.14,1.082,1.41,1.2935327447429983,-5.127303088777573,-7.222514386539961
1621784889180.924,-0.162,1.079,1.403,1.317669539128481,-5.175886123630404,-7.228393862095399
1621784889186.641,-0.178,1.08,1.401,1.3418104571708014,-5.224477458664305,-7.234274342131349
1621784889189.291,-0.18588134290107636,1.08,1.4042452588416197,1.353,-5.247,-7.237
