time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1621785579866.883,,,,-0.186,-5.649,-7.365
1621785579885.494,,,,0.01,-5.57,-7.12
1621785579903.541,0.681,0.738,1.08,0.3648940684528419,-5.476506401321563,-6.75461175210366
1621785579904.411,0.6773214949411522,0.7400599628329547,1.0798528597976462,0.382,-5.472,-6.737
1621785579909.453,0.656,0.752,1.079,0.5467249726928646,-5.477246018238627,-6.706048492392105
1621785579915.395,0.641,0.75,1.082,0.7408582823176773,-5.483428607717124,-6.669571214468972
1621785579921.365,0.628,0.764,1.091,0.9359008814489292,-5.489640155460157,-6.632923082785074
1621785579923.633,0.6227078450520833,0.7681581217447917,1.092134033203125,1.01,-5.492,-6.619
1621785579927.365,0.614,0.775,1.094,1.1374693321331233,-5.456262720976171,-6.652826194584052
1621785579933.395,0.597,0.791,1.101,1.343433288325457,-5.398518703273073,-6.707482296901958
1621785579939.453,0.59,0.798,1.117,1.5503478858800293,-5.340508163928687,-6.762390668366964
1621785579943.161,0.5833003970004411,0.8028724385451338,1.1200452740907088,1.677,-5.305,-6.796
1621785579945.541,0.579,0.806,1.122,1.740112578494206,-5.272812584967955,-6.813292846507412
1621785579951.657,0.562,0.82,1.136,1.9022864633909498,-5.190103903670615,-6.85772849096912
1621785579957.283,0.545,0.836,1.148,2.0514675341490256,-5.114021557583997,-6.898604104356833
1621785579962.017,0.5374322882789124,0.8435677117210876,1.1631354234421751,2.177,-5.05,-6.933
1621785579962.913,0.536,0.845,1.166,2.1808828177313515,-5.038941341904379,-6.93010017409937
1621785579968.55,0.517,0.85,1.178,2.2053107138074193,-4.969368220168742,-6.911856555510915
1621785579974.192,0.489,0.846,1.189,2.2297597696531404,-4.899734833266372,-6.893597134056515
1621785579979.841,0.466,0.857,1.199,2.2542405651533413,-4.830011048613901,-6.8753140083032
1621785579980.247,0.4639893777796969,0.8578616952372727,1.199861695237273,2.256,-4.825,-6.874
1621785579985.495,0.438,0.869,1.211,2.27264043564145,-4.791145320591533,-6.823504884950083
1621785579991.155,0.403,0.881,1.223,2.290586807965405,-4.7546337355186585,-6.769046927553254
1621785579996.822,0.374,0.901,1.243,2.3085556297047676,-4.718076477497197,-6.71452084779243
1621785579998.539,0.3600744662534435,0.9097791408402204,1.2496600378787879,2.314,-4.707,-6.698
1621785580002.494,0.328,0.93,1.265,2.284478316971293,-4.694286282491286,-6.693690265251284
1621785580008.172,0.29,0.951,1.279,2.242092039800995,-4.676032338308458,-6.687502487562189
1621785580013.855,0.241,0.965,1.295,2.199671136297124,-4.657763482054966,-6.681309654933886
1621785580016.892,0.21858558558558558,0.9735388245388246,1.3040725010725012,2.177,-4.648,-6.678
1621785580019.546,0.199,0.981,1.312,2.127572568671121,-4.673506283805281,-6.7035062838052815
1621785580025.241,0.152,1.002,1.328,2.0215013919821825,-4.728242721921731,-6.758242721921731
1621785580030.942,0.11,0.998,1.339,1.9153210838901262,-4.783035475660197,-6.813035475660198
1621785580035.308,0.08169769033361847,1.008708982035928,1.342824636441403,1.834,-4.825,-6.855
