time,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
1621785117103.246,,,,1.471,-4.933,-8.924
1621785117121.905,,,,1.226,-4.648,-7.826
1621785117139.8,0.031,1.723,1.555,0.7721628628435349,-4.972573752976765,-6.78057058634228
1621785117140.871,0.01653875314186823,1.7172155012567474,1.548311673328114,0.745,-4.992,-6.718
1621785117145.725,-0.049,1.691,1.518,0.47095312539590034,-4.9695825626472745,-6.76233111206831
1621785117151.68,-0.119,1.658,1.482,0.1347556946309575,-4.942081118402716,-6.816715990574404
1621785117157.664,-0.213,1.611,1.449,-0.20309577621810637,-4.914444371246864,-6.8713684343882235
1621785117160.142,-0.24967830606195945,1.587097283689959,1.4321032522635917,-0.343,-4.903,-6.894
1621785117163.677,-0.302,1.553,1.408,-0.2863109390391402,-4.972146211299393,-7.166613000162097
1621785117169.719,-0.375,1.515,1.367,-0.18941606503821748,-5.090333270988416,-7.632572426090101
1621785117175.79,-0.442,1.496,1.339,-0.09205527500342903,-5.209088629534033,-8.10077240364593
1621785117179.722,-0.47551180472188875,1.4947110844337734,1.3273997599039615,-0.029,-5.286,-8.404
1621785117181.891,-0.494,1.494,1.321,0.06963802239901568,-5.511351854700018,-8.544130591015227
1621785117186.643,-0.52,1.492,1.312,0.2857202360145971,-6.005020791096321,-8.8511088491492
1621785117192.255,-0.515,1.489,1.283,0.5409024062862655,-6.588018847611191,-9.21363465275933
1621785117197.183,-0.48253816063977745,1.4846132649513213,1.2566795897079275,0.765,-7.1,-9.532
1621785117197.872,-0.478,1.484,1.253,0.7932086408157789,-7.134153280558164,-9.53870191869046
1621785117203.497,-0.419,1.478,1.225,1.0235158996377298,-7.412995089225815,-9.593419213739434
1621785117209.128,-0.344,1.471,1.197,1.254063061854287,-7.692127358110828,-9.64819350597075
1621785117214.765,-0.255,1.484,1.182,1.4848601234402254,-7.97156218972226,-9.703027170267006
1621785117215.379,-0.2464041273686943,1.4858497447434456,1.1835233192004846,1.51,-8.002,-9.709
1621785117220.408,-0.176,1.501,1.196,1.7423837249712621,-8.028982944368702,-9.482122998369288
1621785117226.057,-0.103,1.532,1.208,2.0034106985323605,-8.059291763573663,-9.227281498115326
1621785117231.713,-0.063,1.569,1.23,2.264764830112011,-8.089638570321062,-8.972120592402492
1621785117233.644,-0.0565197481890307,1.580937305967575,1.2378445153501207,2.354,-8.1,-8.885
1621785117237.375,-0.044,1.604,1.253,2.345858284496537,-8.044229248801278,-8.845105594033031
1621785117243.044,-0.037,1.637,1.29,2.3334874800213106,-7.959489238145977,-8.784488652104422
1621785117248.719,-0.028,1.653,1.335,2.321103356419819,-7.874657991475758,-8.723806446457113
1621785117251.974,-0.023989041213631872,1.6489890412136319,1.3533358115948257,2.314,-7.826,-8.689
1621785117254.4,-0.021,1.646,1.367,2.195058102189781,-7.74318901128069,-8.707065454545454
1621785117260.087,-0.017,1.613,1.4,1.9162102189781023,-7.549046582614466,-8.749418181818182
1621785117265.781,-0.007,1.58,1.419,1.6370151824817518,-7.3546624552090245,-8.791823636363636
1621785117270.37,0.009907397095986637,1.5542363472823062,1.4326869405062748,1.412,-7.198,-8.826
1621785117271.481,0.014,1.548,1.436,1.3589278988573845,-7.157864975666526,-8.791160151290732
1621785117277.188,0.056,1.513,1.447,1.0862656051629285,-6.951667980321625,-8.612167557130766
1621785117282.901,0.105,1.487,1.436,0.8133233707151926,-6.745259283749471,-8.432991192340246
1621785117288.621,0.162,1.461,1.421,0.540031210325857,-6.53858596064325,-8.253585114261531
1621785117288.831,0.16361343964524794,1.4603032874259156,1.4202299492602226,0.53,-6.531,-8.247
1621785117294.347,0.206,1.442,1.4,0.5240442862791618,-6.3761514432582045,-7.855709608540925
1621785117300.079,0.244,1.428,1.388,0.5178550151575063,-6.215230394095163,-7.449074495848161
1621785117305.817,0.262,1.428,1.377,0.5116596810333465,-6.054151706867009,-7.042041043890865
1621785117307.354,0.2625351921115267,1.424253655219313,1.37619721183271,0.51,-6.011,-6.933
1621785117311.561,0.264,1.414,1.374,0.558881896381903,-5.866843666688554,-6.68904312824217
1621785117317.312,0.243,1.405,1.363,0.6257030402521505,-5.669783163700834,-6.355556123186027
1621785117323.069,0.213,1.391,1.356,0.6925951014511786,-5.472513520257404,-6.0217151881279145
1621785117325.944,0.18855915117116354,1.3885060358337922,1.351510864500826,0.726,-5.374,-5.855
1621785117328.833,0.164,1.386,1.347,0.7791113859118806,-5.332966421963124,-5.783617058584907
1621785117334.603,0.115,1.37,1.351,0.8851905285334799,-5.251010233057224,-5.641044216752379
1621785117340.379,0.072,1.36,1.353,0.9913773930567005,-5.168970818775436,-5.498326594171607
1621785117344.601,0.03476621073961499,1.350509034110098,1.3515398514015535,1.069,-5.109,-5.394
1621785117346.162,0.021,1.347,1.351,1.1008495220957373,-5.109,-5.400503305558815
1621785117351.95,-0.026,1.34,1.349,1.2189378268069735,-5.109,-5.424615577201424
1621785117357.746,-0.075,1.333,1.349,1.337195490878744,-5.109,-5.4487624300747175
1621785117363.324,-0.10865367619207947,1.3253077311560961,1.355730735238416,1.451,-5.109,-5.472
1621785117363.547,-0.11,1.325,1.356,1.4555583363716862,-5.111106594093442,-5.478188864003334
1621785117369.342,-0.145,1.33,1.365,1.5739354393457994,-5.165813505911766,-5.638909734882025
1621785117375.143,-0.154,1.319,1.381,1.69243722329288,-5.220578037918641,-5.799799885410699
1621785117380.95,-0.161,1.319,1.381,1.8110587009740091,-5.275397885306526,-5.960852544403354
1621785117382.073,-0.1619659806803864,1.3164884502309953,1.3825455690886181,1.834,-5.286,-5.992
1621785117386.763,-0.166,1.306,1.389,1.8290128508009036,-5.381254549702744,-6.082516757963602
1621785117392.582,-0.166,1.295,1.398,1.8228249954567877,-5.499442586775357,-6.194826332459306
1621785117398.408,-0.169,1.299,1.408,1.8166298709727668,-5.617769464420157,-6.307267841844285
1621785117400.881,-0.17281719979902865,1.2934862669569587,1.410544799866019,1.814,-5.668,-6.355
1621785117404.239,-0.178,1.286,1.414,1.7809045653889441,-5.718710746581457,-6.477061656683786
1621785117410.075,-0.166,1.283,1.422,1.7233857876557264,-5.80684435762429,-6.68920080466759
1621785117415.918,-0.15,1.271,1.417,1.6657972289421596,-5.895084891137014,-6.90159731691225
1621785117419.753,-0.12967153711279952,1.2559175920514318,1.4196230274693162,1.628,-5.953,-7.041
1621785117421.766,-0.119,1.248,1.421,1.6373566805064856,-5.961293421358022,-7.118192614178509
1621785117427.621,-0.08,1.236,1.417,1.6645688939319698,-5.985413337803337,-7.342693374938753
1621785117433.481,-0.056,1.216,1.408,1.691803801222374,-6.009553369265286,-7.567381360084586
1621785117438.687,-0.0249374453739543,1.19469996254214,1.4008999875140467,1.716,-6.031,-7.767
1621785117439.347,-0.021,1.192,1.4,1.729304490309978,-6.036801174626022,-7.771099033568087
1621785117445.22,0.007,1.178,1.4,1.847711008584794,-6.088430126458644,-7.807579370791138
1621785117451.098,0.045,1.173,1.401,1.9662159692592405,-6.140102002261862,-7.844090037526345
1621785117456.982,0.079,1.164,1.396,2.084843982933224,-6.1918275330283254,-7.88063861615175
1621785117457.684,0.08305238292581849,1.162808122668877,1.396834314131786,2.099,-6.198,-7.885
1621785117462.873,0.113,1.154,1.403,2.125681508998911,-6.152532530583488,-7.852873285082944
1621785117468.769,0.148,1.141,1.407,2.155998552488311,-6.100869813616858,-7.816369089861014
1621785117474.671,0.169,1.129,1.419,2.1863457247165825,-6.049155754819702,-7.779828617177993
1621785117476.743,0.17285772727272727,1.1265450826446282,1.4246112396694215,2.197,-6.031,-7.767
1621785117480.579,0.18,1.122,1.435,2.240141122235276,-5.942510535322062,-7.717839186290035
1621785117486.493,0.182,1.115,1.442,2.3066470347857178,-5.806096082137201,-7.642053378965112
1621785117492.413,0.171,1.115,1.459,2.3732243321244315,-5.669535207130816,-7.566186226183787
1621785117495.861,0.16576236195813418,1.1144180402175705,1.4694752760837317,2.412,-5.59,-7.522
1621785117498.338,0.162,1.114,1.477,2.443762437478523,-5.559528718516539,-7.490366678120983
1621785117504.27,0.154,1.129,1.494,2.5198357451032796,-5.486547821770837,-7.414602611584132
1621785117510.207,0.145,1.147,1.506,2.5959716696575157,-5.413506853499293,-7.338776182658165
1621785117515.044,0.13767608642076729,1.1567652181056436,1.5157652181056436,2.658,-5.354,-7.277
1621785117516.151,0.136,1.159,1.518,2.6534561069670675,-5.339908179834577,-7.272456106967068
1621785117522.1,0.124,1.169,1.527,2.6290349368244788,-5.264171639518953,-7.248034936824479
1621785117528.055,0.11,1.187,1.532,2.6045907164966766,-5.188363614451718,-7.223590716496677
1621785117534.017,0.099,1.211,1.541,2.5801164307099,-5.1124623484041205,-7.199116430709901
1621785117534.289,0.0984530278232406,1.21109116202946,1.5411823240589198,2.579,-5.109,-7.198
